blocktime,Price
2021-09-15,1.0031700620851922
2021-09-16,1.0011990455450162
2021-09-17,1.001822844751921
2021-09-18,1.0045733218509243
2021-09-19,1.002295742849109
2021-09-20,1.0036286096950808
2021-09-21,1.0002410329918325
2021-09-22,0.9918777939753823
2021-09-23,1.000755358295593
2021-09-24,1.001312817755819
2021-09-25,1.0000412548740925
2021-09-26,1.0028622381241443
2021-09-27,1.0035922171641198
2021-09-28,0.9947176084645623
2021-09-29,0.9968522146468529
2021-09-30,1.003546352848672
2021-10-01,1.0019639273595347
2021-10-02,1.002294117140799
2021-10-03,1.002970431751062
2021-10-04,1.0021788107787823
2021-10-05,1.0019183874160256
2021-10-06,1.0023136603839287
2021-10-07,1.0002134509272493
2021-10-08,1.0019793490583528
2021-10-09,1.0019431463254855
2021-10-10,1.001847548870957
2021-10-11,1.0012712436961138
2021-10-12,1.0036465642423975
2021-10-13,1.0017125789922714
2021-10-14,1.0028372618072177
2021-10-15,1.000940780646817
2021-10-16,1.0009005632727561
2021-10-17,1.0027794927034217
2021-10-18,1.002845303830606
2021-10-19,1.0003767434136628
2021-10-20,1.0038725261774444
2021-10-21,0.9999644707069164
2021-10-22,0.9983232776328071
2021-10-23,1.0040379087673863
2021-10-24,1.0051430563625818
2021-10-25,1.0047735362004342
2021-10-26,1.004107854815344
2021-10-27,1.0004895382547079
2021-10-28,1.001533833075547
2021-10-29,1.0024887181516329
2021-10-30,1.001938652536891
2021-10-31,1.0023825534453994
2021-11-01,0.9999985721890838
2021-11-02,1.0014568582261634
2021-11-03,1.0044938328432924
2021-11-04,1.0021306321529129
2021-11-05,1.004365815595183
2021-11-06,1.0042649942790578
2021-11-07,1.0037147075821091
2021-11-08,1.0053853043952607
2021-11-09,1.000475560551435
2021-11-10,1.0011488958083177
2021-11-11,1.0050087826499667
2021-11-12,1.0006891807410665
2021-11-13,1.0054975693678914
2021-11-14,1.0041658775087747
2021-11-15,1.0073902518393547
2021-11-16,1.0018772638256277
2021-11-17,1.0024418424149308
2021-11-18,1.0068628424862547
2021-11-19,1.0068628424862547
2021-11-20,1.0068628424862547
2021-11-21,1.0056917265334524
2021-11-22,1.0030027014132286
2021-11-23,1.0002238536829753
2021-11-24,1.0014574448629683
2021-11-25,1.0006462577519246
2021-11-26,0.9981012716712335
2021-11-27,1.0002332221411112
2021-11-28,1.0010565448623998
2021-11-29,0.9990792036975646
2021-11-30,0.999671246842223
2021-12-01,0.9984956996806869
2021-12-02,1.0002391903807926
2021-12-03,0.9977433942964203
2021-12-04,1.000516429572158
2021-12-05,1.0007464666844286
2021-12-06,1.0013614249204634
2021-12-07,0.9998202514294465
2021-12-08,1.0014777345118404
2021-12-09,0.9998456677172128
2021-12-10,0.9980983937379269
2021-12-11,0.9964470361423838
2021-12-12,1.0001308614696685
2021-12-13,0.9993849560551755
2021-12-14,0.9974935997320863
2021-12-15,1.0021288172876905
2021-12-16,1.0002532736753147
2021-12-17,0.9994595425455134
2021-12-18,0.9983872529431141
2021-12-19,0.9999049136752695
2021-12-20,0.9986366387697503
2021-12-21,1.0031154352544778
2021-12-22,1.0023078392301832
2021-12-23,1.0013596178411093
2021-12-24,1.0029939607130471
2021-12-25,1.003063812129429
2021-12-26,1.0011658004083022
2021-12-27,1.001877026095947
2021-12-28,1.0005678641380735
2021-12-29,1.0004601482447002
2021-12-30,1.0022754173528616
2021-12-31,1.0013363724084388
2022-01-01,0.9985822067753996
2022-01-02,1.0056235944782979
2022-01-03,1.0004834410206112
2022-01-04,1.0009629642368902
2022-01-05,0.998683448070849
2022-01-06,1.0030243967228383
2022-01-07,1.0011714415556676
2022-01-08,1.0020948041790443
2022-01-09,0.9976930894854255
2022-01-10,0.9994756681661351
2022-01-11,1.0010964178053856
2022-01-12,1.0004184134103478
2022-01-13,1.0009724442124854
2022-01-14,0.9994785132702563
2022-01-15,1.0008938665523355
2022-01-16,0.9997643619664417
2022-01-17,1.0003035122847985
2022-01-18,1.0021094070453456
2022-01-19,1.0000219739771505
2022-01-20,0.9989611725064559
2022-01-21,1.0000747517865742
2022-01-22,0.9992637307756992
2022-01-23,1.002512029618617
2022-01-24,0.9999797822943525
2022-01-25,1.0052319388050988
2022-01-26,1.0014279659130063
2022-01-27,1.0016301524158788
2022-01-28,1.007037931893717
2022-01-29,1.0018345700748814
2022-01-30,1.0031558349203331
2022-01-31,1.0018702555740038
2022-02-01,1.001617418626529
