blocktime,Price
2021-10-12,1.1756260300841634
2021-10-13,1.0833143719685943
2021-10-14,0.8778533897696335
2021-10-15,0.646780321501197
2021-10-16,1.519108081953979
2021-10-17,1.5672247068546996
2021-10-18,1.329874517699714
2021-10-19,1.009492749306174
2021-10-20,0.7280228106184193
2021-10-21,0.6315760666787796
2021-10-22,0.6341169956864776
2021-10-23,0.5680340468529748
2021-10-24,0.5538954852206059
2021-10-25,0.5602088108247699
2021-10-26,0.6277595663602152
2021-10-27,0.7977696933006988
2021-10-28,0.7639151047128903
2021-10-29,0.7540357643687362
2021-10-30,0.7582614904727941
2021-10-31,0.7331667882190315
2021-11-01,0.6739099542184254
2021-11-02,0.7202096250126901
2021-11-03,0.8826334454138838
2021-11-04,1.0478138912247168
2021-11-05,1.0947263809346583
2021-11-06,1.081333209875656
2021-11-07,1.1700509338360865
2021-11-08,1.2095643329309549
2021-11-09,1.2945709776305083
2021-11-10,1.1580805736270612
2021-11-11,1.08878232483814
2021-11-12,0.9861079882342735
2021-11-13,0.9960804449243877
2021-11-14,1.0834404632623087
2021-11-15,1.0423440069609824
2021-11-16,1.0271585429268464
2021-11-17,0.9299303457273608
2021-11-18,0.8609436495058083
2021-11-19,0.616827739203386
2021-11-20,0.6501316423791329
2021-11-21,0.641080338387622
2021-11-22,0.6538806061677986
2021-11-23,0.8259921815007036
2021-11-24,0.8327094023884878
2021-11-25,0.7543000197400097
2021-11-26,0.7284863501716644
2021-11-27,0.728272381432353
2021-11-28,0.7101681014843657
2021-11-29,0.714306038100953
2021-11-30,0.7919568010986696
2021-12-01,0.7797307932816276
2021-12-02,0.8107592931725499
