transaction,blocktime,token_acc,token,balance,change
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,7CtbfDomn5iDCjMw3QZpFJPihej3tZTYSSa5ADPBg3nM,So11111111111111111111111111111111111111112,29.424486502,-1.0
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,AtymwxoVN9peZo7EXTcDz9jKVc4vRmisJKKrNfe3ewBa,So11111111111111111111111111111111111111112,151432.797406397,1.0
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,21GpsXP6mFxYwdLb1JDXPurnKXtxytgAZeioUvgjDn6M,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,0.071900831,5.999999996841865e-09
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,4PgzyzLtds9bKZ2to9PMnKqJzKEUpjvNUaeN23phegax,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,66092.778346832,-0.9786157710041152
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,H1tJ1y5CpVv6vxQ3C3jzLixYK6TqjvzaneLhUE2kaapu,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,0,0.0
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,4MT4B4UxfAYPmrpKvmPczBLDPBzTBApaX5qQqyUk5n9K,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,4701.332857897,0.9786157650005407
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,7xi4XDMRaj5JxtjA8kWmdAbfsYymsQvzsHLj2wMkzwwn,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,421794.191026,-87.55427799996687
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,pcb46dJKp5YLn4bfm7NMkjfPimDaoTLEqj7MhZn46nZ,9bCjWxNQ2WQFuQzsV7g5S3m8qCQ8ub6pd13nWUoXz2eh,5082898,5044.0
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,2wkyJ3yWP2vmv6JdtpFHfg5R6moMTWbhnB4PR96mShbX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,76492.017534,87.55427799999597
JuiPxKKfR4idJDM8QjrqzrhFGHvfc4JWg79bYWVBcYtekbKuzAh9pn2N57Re6EQQNjx5NhJoaPkd5YxWYxuSEVG,1643373684,J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,SOL,0.999585,-5e-06
