blocktime,token,balance,Price,usd_price
2022-01-18 03:37:36,USDC,312350.950638,1.0024061833873137,313102.52430643677
2022-01-18 03:37:36,stSOL,2185.429966555,143.0914207749054,312716.27891840896
2022-01-18 03:39:46,USDC,312211.487829,1.0024061833873137,312962.72592434264
2022-01-18 03:39:46,stSOL,2186.409121147,143.0914207749054,312856.38754013646
2022-01-18 03:40:54,USDC,312072.152077,1.0024061833873137,312823.0549049709
2022-01-18 03:40:54,stSOL,2187.388258958,143.0914207749054,312996.4937606469
2022-01-18 03:43:05,USDC,311932.941126,1.0024061833873137,312683.5089868933
2022-01-18 03:43:05,stSOL,2188.367394642,143.0914207749054,313136.5996768019
2022-01-18 03:49:32,stSOL,2188.367394642,143.0914207749054,313136.5996768019
2022-01-18 03:49:32,USDC,311932.941126,1.0024061833873137,312683.5089868933
2022-01-18 04:02:04,USDC,311895.375941,1.0024061833873137,312645.8534131692
2022-01-18 04:02:04,stSOL,2188.631758251,143.0914207749054,313174.42784121487
2022-01-18 04:11:40,USDC,311852.26515,1.0024061833873137,312602.63888970006
2022-01-18 04:11:40,stSOL,2188.935227456,143.0914207749054,313217.85168091976
2022-01-18 04:12:33,USDC,311852.26515,1.0024061833873137,312602.63888970006
2022-01-18 04:12:33,stSOL,2188.935227456,143.0914207749054,313217.85168091976
2022-01-18 04:13:01,USDC,311752.244911,1.0024061833873137,312502.3779836626
2022-01-18 04:13:01,stSOL,2189.639622109,143.0914207749054,313318.64451260376
2022-01-18 04:15:06,USDC,311752.244911,1.0024061833873137,312502.3779836626
2022-01-18 04:15:06,stSOL,2189.639622109,143.0914207749054,313318.64451260376
2022-01-18 04:19:22,USDC,310725.26943,1.0024061833873137,311472.93141132104
2022-01-18 04:19:22,stSOL,2196.898373383,143.0914207749054,314357.30954545207
2022-01-18 04:19:38,stSOL,2196.898373383,143.0914207749054,314357.30954545207
2022-01-18 04:19:38,USDC,310725.26943,1.0024061833873137,311472.93141132104
2022-01-18 04:19:53,USDC,310725.26943,1.0024061833873137,311472.93141132104
2022-01-18 04:19:53,stSOL,2196.898373383,143.0914207749054,314357.30954545207
2022-01-18 05:20:42,USDC,310938.567514,1.0024061833873137,311686.7427296273
2022-01-18 05:20:42,stSOL,2195.395860694,143.0914207749054,314142.3128700508
2022-01-18 06:05:54,USDC,311514.997694,1.0024061833873137,312264.5599063504
2022-01-18 06:05:54,stSOL,2191.345653499,143.0914207749054,313562.7629680855
2022-01-18 06:10:14,USDC,311654.825194,1.0024061833873137,312404.7238569579
2022-01-18 06:10:14,stSOL,2190.365429416,143.0914207749054,313422.5013113712
2022-01-18 06:12:05,USDC,311794.852694,1.0024061833873137,312545.08828880225
2022-01-18 06:12:05,stSOL,2189.384683033,143.0914207749054,313282.16491800785
2022-01-18 06:24:13,USDC,311794.852694,1.0024061833873137,312545.08828880225
2022-01-18 06:24:13,stSOL,2189.384683033,143.0914207749054,313282.16491800785
2022-01-18 06:25:20,USDC,312075.657694,1.0024061833873137,312826.5689571283
2022-01-18 06:25:20,stSOL,2187.420585471,143.0914207749054,313001.11940732074
2022-01-18 06:27:33,stSOL,2186.439405749,143.0914207749054,312860.7210068643
2022-01-18 06:27:33,USDC,312216.125194,1.0024061833873137,312967.3744476933
2022-01-18 06:29:36,USDC,312356.700194,1.0024061833873137,313108.2876969229
2022-01-18 06:29:36,stSOL,2185.458357298,143.0914207749054,312720.34139016166
2022-01-18 06:47:16,USDC,312497.405194,1.0024061833873137,313249.3312589564
2022-01-18 06:47:16,stSOL,2184.477284136,143.0914207749054,312579.95823752694
2022-01-18 06:52:47,USDC,312638.107694,1.0024061833873137,313390.3723149745
2022-01-18 06:52:47,stSOL,2183.497110133,143.0914207749054,312439.7037468311
2022-01-18 07:01:21,USDC,312638.107694,1.0024061833873137,313390.3723149745
2022-01-18 07:01:21,stSOL,2183.497110133,143.0914207749054,312439.7037468311
2022-01-18 07:24:17,USDC,312638.107694,1.0024061833873137,313390.3723149745
2022-01-18 07:24:17,stSOL,2183.497110133,143.0914207749054,312439.7037468311
2022-01-18 07:26:21,USDC,312617.130873,1.0024061833873137,313369.3450198963
2022-01-18 07:26:21,stSOL,2183.644065132,143.0914207749054,312460.73174642795
2022-01-18 07:30:33,stSOL,2184.305511389,143.0914207749054,312555.37903110834
2022-01-18 07:30:33,USDC,312522.748801,1.0024061833873137,313274.73584732256
2022-01-18 07:31:14,USDC,312522.748801,1.0024061833873137,313274.73584732256
2022-01-18 07:31:14,stSOL,2184.305511389,143.0914207749054,312555.37903110834
