blocktime,token,balance,Price,usd_price
2022-01-17 16:36:33,SOL,1.649122299,147.94236767494985,243.97505749961658
2022-01-17 16:36:33,stSOL,0.315501583,150.83581178901545,47.588937392524436
2022-01-17 17:05:21,SOL,20.559791864,147.94236767494985,3041.6642872643306
2022-01-17 17:05:21,stSOL,3.216440408,150.83581178901545,485.15440001167207
2022-01-17 17:05:35,SOL,19.346675999,147.94236767494985,2862.1930539321856
2022-01-17 17:05:35,stSOL,4.397219599,150.83581178901545,663.258187829734
2022-01-17 17:33:35,SOL,20.946675999,147.94236767494985,3098.9008422121055
2022-01-17 17:33:35,stSOL,2.846905624,150.83581178901545,429.41532088275363
2022-01-17 17:33:39,SOL,19.524937681,147.94236767494985,2888.565509232985
2022-01-17 17:33:39,stSOL,4.223736837,150.83581178901545,637.0907745920634
2022-01-17 17:33:43,stSOL,4.223736837,150.83581178901545,637.0907745920634
2022-01-17 17:33:43,SOL,19.524937681,147.94236767494985,2888.565509232985
2022-01-17 17:34:13,SOL,19.524937681,147.94236767494985,2888.565509232985
2022-01-17 17:34:13,stSOL,4.223736837,150.83581178901545,637.0907745920634
2022-01-17 17:34:51,SOL,21.724192981,147.94236767494985,3213.9285454366673
2022-01-17 17:34:51,stSOL,4.984710748,150.83581178901545,751.8728922080105
2022-01-17 17:34:55,SOL,21.724192981,147.94236767494985,3213.9285454366673
2022-01-17 17:34:55,stSOL,4.984710748,150.83581178901545,751.8728922080105
2022-01-17 17:34:58,SOL,21.724192981,147.94236767494985,3213.9285454366673
2022-01-17 17:34:58,stSOL,4.984710748,150.83581178901545,751.8728922080105
2022-01-17 17:48:56,stSOL,6.972653301,150.83581178901545,1051.7258209796933
2022-01-17 17:48:56,SOL,19.712447334,147.94236767494985,2916.306131259713
2022-01-17 17:49:00,SOL,43.60354078,147.94236767494985,6450.81106200443
2022-01-17 17:49:00,stSOL,9.825699134,150.83581178901545,1482.0673052715163
2022-01-17 17:49:01,SOL,21.80177039,147.94236767494985,3225.405531002215
2022-01-17 17:49:01,stSOL,4.912849567,150.83581178901545,741.0336526357581
2022-01-17 17:49:04,SOL,21.80177039,147.94236767494985,3225.405531002215
2022-01-17 17:49:04,stSOL,4.912849567,150.83581178901545,741.0336526357581
2022-01-17 17:49:07,SOL,21.80177039,147.94236767494985,3225.405531002215
2022-01-17 17:49:07,stSOL,4.912849567,150.83581178901545,741.0336526357581
2022-01-17 17:49:27,stSOL,4.912849567,150.83581178901545,741.0336526357581
2022-01-17 17:49:27,SOL,21.80177039,147.94236767494985,3225.405531002215
2022-01-17 18:16:13,SOL,1124.18757244,147.94236767494985,166314.9711775278
2022-01-17 18:16:13,stSOL,253.915419051,150.83581178901545,38299.538358305625
2022-01-17 18:16:22,SOL,1124.18757244,147.94236767494985,166314.9711775278
2022-01-17 18:16:22,stSOL,253.915419051,150.83581178901545,38299.538358305625
2022-01-17 18:16:33,SOL,1124.18757244,147.94236767494985,166314.9711775278
2022-01-17 18:16:33,stSOL,253.915419051,150.83581178901545,38299.538358305625
2022-01-17 18:21:34,stSOL,250.104841004,150.83581178901545,37724.76672520098
2022-01-17 18:21:34,SOL,1128.078437072,147.94236767494985,166890.5949034886
2022-01-17 18:37:41,stSOL,267.838039801,150.83581178901545,40399.56816136246
2022-01-17 18:37:41,SOL,1198.458161046,147.94236767494985,177302.7379045116
2022-01-17 18:48:41,SOL,5288.410689991,147.94236767494985,782379.9987147838
2022-01-17 18:48:41,stSOL,1183.720045848,150.83581178901545,178547.37404641366
2022-01-17 19:44:20,SOL,6182.653513515,147.94236767494985,914676.3993032567
2022-01-17 19:44:20,stSOL,1367.73346157,150.83581178901545,206303.1869869111
2022-01-17 20:12:46,SOL,6166.145807048,147.94236767494985,912234.2101236456
2022-01-17 20:12:46,stSOL,1370.783899293,150.83581178901545,206763.30223717168
2022-01-17 21:00:31,SOL,6169.731792759,147.94236767494985,912764.7293401795
2022-01-17 21:00:31,stSOL,1370.264165219,150.83581178901545,206684.90772620545
2022-01-17 21:39:30,stSOL,1362.081079845,150.83581178901545,205450.60540087934
2022-01-17 21:39:30,SOL,6203.881729867,147.94236767494985,917816.9518918876
2022-01-17 22:30:44,SOL,6196.349159301,147.94236767494985,916702.5655676749
2022-01-17 22:30:44,stSOL,1369.461080316,150.83581178901545,206563.77376292596
2022-01-17 23:24:48,SOL,6192.741838533,147.94236767494985,916168.889992294
2022-01-17 23:24:48,stSOL,1373.97418012,150.83581178901545,207244.51083554715
2022-01-18 00:58:03,SOL,6189.852261879,140.0483723855377,866878.7345830931
2022-01-18 00:58:03,stSOL,1376.807127705,143.0914207749054,197009.28803632507
2022-01-18 03:11:11,SOL,6189.289487163,140.0483723855377,866799.9189000975
2022-01-18 03:11:11,stSOL,1377.361346274,143.0914207749054,197088.5919587831
2022-01-18 04:16:10,stSOL,1375.377445904,143.0914207749054,196804.71283616396
2022-01-18 04:16:10,SOL,6191.316685451,140.0483723855377,867083.8247208346
2022-01-18 06:05:43,SOL,6188.304959669,140.0483723855377,866662.037426994
2022-01-18 06:05:43,stSOL,1378.330246056,143.0914207749054,197227.233205178
2022-01-18 07:49:03,SOL,6182.894922963,140.0483723855377,865904.3705917726
2022-01-18 07:49:03,stSOL,1386.050548803,143.0914207749054,198331.94229405865
2022-01-18 08:26:43,SOL,6181.814846618,140.0483723855377,865753.1076576033
2022-01-18 08:26:43,stSOL,1387.112449522,143.0914207749054,198483.8911766622
2022-01-18 08:30:34,SOL,6183.939875661,140.0483723855377,866050.7145163474
