blocktime,token,balance,Price,usd_price
2022-01-22 04:27:10,stSOL,694.574531745,113.63993438868845,78931.4042155558
2022-01-22 04:27:10,LDO,42006.62212993,1.8948012811876431,79594.20143015657
2022-01-22 04:28:16,LDO,42006.62212993,1.8948012811876431,79594.20143015657
2022-01-22 04:28:16,stSOL,694.574531745,113.63993438868845,78931.4042155558
2022-01-22 04:29:29,LDO,42006.62212993,1.8948012811876431,79594.20143015657
2022-01-22 04:29:29,stSOL,694.574531745,113.63993438868845,78931.4042155558
2022-01-22 08:52:31,LDO,42247.99773299,1.8948012811876431,80051.56023208209
2022-01-22 08:52:31,stSOL,691.089363934,113.63993438868845,78535.34997418018
2022-01-22 13:38:10,LDO,42800.22048792,1.8948012811876431,81097.91261562443
2022-01-22 13:38:10,stSOL,688.398541283,113.63993438868845,78229.56506466895
2022-01-22 15:45:41,LDO,42045.0571698,1.8948012811876431,79667.02819294474
2022-01-22 15:45:41,stSOL,700.803945353,113.63993438868845,79639.31436924892
2022-01-22 15:45:51,LDO,41774.34205313,1.8948012811876431,79154.07684304156
2022-01-22 15:45:51,stSOL,705.356854453,113.63993438868845,80156.70666065058
2022-01-22 17:27:07,stSOL,699.991697048,113.63993438868845,79547.0105251614
2022-01-22 17:27:07,LDO,41875.80363478,1.8948012811876431,79346.3263779433
2022-01-22 17:43:38,LDO,42033.93274872,1.8948012811876431,79645.94962562989
2022-01-22 17:43:38,stSOL,706.366208153,113.63993438868845,80271.40954889357
2022-01-22 19:06:36,LDO,42573.35708136,1.8948012811876431,80668.05154221995
2022-01-22 19:06:36,stSOL,701.745543297,113.63993438868845,79746.31749782561
2022-01-22 20:06:29,LDO,42449.84615285,1.8948012811876431,80434.02287663851
2022-01-22 20:06:29,stSOL,703.803097398,113.63993438868845,79980.13781086443
2022-01-22 21:21:54,LDO,42139.07389677,1.8948012811876431,79845.17120766056
2022-01-22 21:21:54,stSOL,705.442457803,113.63993438868845,80166.43461972804
2022-01-22 22:43:10,LDO,42188.95781304,1.8948012811876431,79939.69131611961
2022-01-22 22:43:10,stSOL,704.95172841,113.63993438868845,80110.66816370492
2022-01-23 00:15:49,LDO,40868.69282968,1.7299495258214326,70700.7757816467
2022-01-23 00:15:49,stSOL,727.782867982,95.8794917565401,69779.45149123129
2022-01-23 02:03:45,stSOL,726.549620427,95.8794917565401,69661.20834244789
2022-01-23 02:03:45,LDO,40982.69242133,1.7299495258214326,70897.98932116546
2022-01-23 02:25:04,LDO,41199.70026525,1.7299495258214326,71273.40193785439
2022-01-23 02:25:04,stSOL,728.682957776,95.8794917565401,69865.75164321525
2022-01-23 03:38:51,LDO,41333.75678528,1.7299495258214326,71505.31295111355
2022-01-23 03:38:51,stSOL,728.235668287,95.8794917565401,69822.86575434188
2022-01-23 04:04:18,LDO,40720.85465002,1.7299495258214326,70445.02319284558
2022-01-23 04:04:18,stSOL,703.516452627,95.8794917565401,67452.79992024078
2022-01-23 05:05:53,LDO,40664.67663343,1.7299495258214326,70347.83805968412
2022-01-23 05:05:53,stSOL,704.511287748,95.8794917565401,67548.18420602381
2022-01-23 07:06:31,LDO,41289.70750921,1.7299495258214326,71429.10992686349
2022-01-23 07:06:31,stSOL,703.85284469,95.8794917565401,67485.05302027216
2022-01-23 09:36:57,LDO,41621.38214752,1.7299495258214326,72002.89031013487
2022-01-23 09:36:57,stSOL,698.644387394,95.8794917565401,66985.66878189603
2022-01-23 11:05:28,stSOL,699.41960348,95.8794917565401,67059.9961062232
2022-01-23 11:05:28,LDO,41577.78096464,1.7299495258214326,71927.46246448635
2022-01-23 12:53:58,LDO,41681.96465362,1.7299495258214326,72107.69498783564
2022-01-23 12:53:58,stSOL,697.675764774,95.8794917565401,66892.79773738654
2022-01-23 14:27:51,LDO,42085.1942492,1.7299495258214326,72805.26183550642
2022-01-23 14:27:51,stSOL,700.324584442,95.8794917565401,67146.7652209091
2022-01-23 15:47:07,LDO,42641.37689478,1.7299495258214326,73767.42973949765
2022-01-23 15:47:07,stSOL,691.242308635,95.8794917565401,66275.96123254123
2022-01-23 16:16:09,LDO,42386.41876055,1.7299495258214326,73326.36503608215
2022-01-23 16:16:09,stSOL,695.410615983,95.8794917565401,66675.61642255253
2022-01-23 16:27:37,LDO,41484.88673443,1.7299495258214326,71766.76013498302
2022-01-23 16:27:37,stSOL,710.560937991,95.8794917565401,68128.22159662748
2022-01-23 16:58:32,LDO,41675.13870251,1.7299495258214326,72095.8864369496
2022-01-23 16:58:32,stSOL,710.657462379,95.8794917565401,68137.47630589103
2022-01-23 18:25:58,LDO,41729.02895202,1.7299495258214326,72189.11384853584
2022-01-23 18:25:58,stSOL,709.752628852,95.8794917565401,68050.721327198
2022-01-23 20:22:52,stSOL,709.068068637,95.8794917565401,67985.08604170705
2022-01-23 20:22:52,LDO,41770.59028486,1.7299495258214326,72261.0128565749
2022-01-23 21:28:20,LDO,42228.30800251,1.7299495258214326,73052.84140518359
2022-01-23 21:28:20,stSOL,701.409742723,95.8794917565401,67250.8096453668
2022-01-24 02:55:10,LDO,42309.32907886,1.5267593825476518,64596.1651404457
2022-01-24 02:55:10,stSOL,700.731454687,100.77835077529484,70618.56033972911
2022-01-24 05:06:31,LDO,43745.38535767,1.5267593825476518,66788.67753798534
2022-01-24 05:06:31,stSOL,720.848927471,100.77835077529484,72645.9660686675
2022-01-24 05:46:21,LDO,42296.06122429,1.5267593825476518,64575.90831899468
2022-01-24 05:46:21,stSOL,728.571747112,100.77835077529484,73424.25909542255
2022-01-24 06:14:33,LDO,42857.95925392,1.5267593825476518,65433.79140776732
2022-01-24 06:14:33,stSOL,719.043164551,100.77835077529484,72463.98425969873
2022-01-24 06:14:35,LDO,42857.95925392,1.5267593825476518,65433.79140776732
2022-01-24 06:14:35,stSOL,719.043164551,100.77835077529484,72463.98425969873
2022-01-24 06:23:43,stSOL,735.984911675,100.77835077529484,74171.34559410754
2022-01-24 06:23:43,LDO,41874.37054875,1.5267593825476518,63932.08812358112
2022-01-24 07:58:35,LDO,41906.72216752,1.5267593825476518,63981.48126107882
2022-01-24 07:58:35,stSOL,735.614348529,100.77835077529484,74134.00085139555
2022-01-24 09:41:48,LDO,45408.02410451,1.5267593825476518,69327.12684451057
2022-01-24 09:41:48,stSOL,788.023043241,100.77835077529484,79415.66267075684
2022-01-24 10:49:09,LDO,45884.90081658,1.5267593825476518,70055.20283898192
2022-01-24 10:49:09,stSOL,795.411506503,100.77835077529484,80160.25981306506
2022-01-24 11:56:50,LDO,45912.11537933,1.5267593825476518,70096.75292800242
2022-01-24 11:56:50,stSOL,799.925262802,100.77835077529484,80615.14872867987
2022-01-24 12:12:36,LDO,46039.12613053,1.5267593825476518,70290.66778408144
2022-01-24 12:12:36,stSOL,813.232918608,100.77835077529484,81956.27233349382
2022-01-24 12:50:12,LDO,47503.73093437,1.5267593825476518,72526.76691006853
2022-01-24 12:50:12,stSOL,832.739415717,100.77835077529484,83922.1049415419
2022-01-24 12:50:20,stSOL,830.460772802,100.77835077529484,83692.46706656239
2022-01-24 12:50:20,LDO,47634.3983551,1.5267593825476518,72726.26462066136
2022-01-24 13:11:19,LDO,47394.83038199,1.5267593825476518,72360.50196995774
2022-01-24 13:11:19,stSOL,834.731136769,100.77835077529484,84122.8273043669
2022-01-24 13:43:12,LDO,47765.74516833,1.5267593825476518,72926.799600128
2022-01-24 13:43:12,stSOL,828.265242334,100.77835077529484,83471.20512692044
2022-01-24 14:21:39,LDO,48105.74144733,1.5267593825476518,73445.89210912253
2022-01-24 14:21:39,stSOL,827.170787132,100.77835077529484,83360.90773666544
2022-01-24 14:55:52,LDO,48254.12359735,1.5267593825476518,73672.43594886817
2022-01-24 14:55:52,stSOL,833.69116255,100.77835077529484,84018.02041772724
2022-01-24 16:46:13,LDO,48379.40352247,1.5267593825476518,73863.70824998998
2022-01-24 16:46:13,stSOL,826.647390367,100.77835077529484,83308.1606738876
2022-01-24 17:30:49,LDO,48561.55073228,1.5267593825476518,74141.80321157227
2022-01-24 17:30:49,stSOL,829.372238009,100.77835077529484,83582.76632536232
2022-01-24 18:19:58,stSOL,830.921709552,100.77835077529484,83738.91951203912
2022-01-24 18:19:58,LDO,49145.34325951,1.5267593825476518,75033.11392998189
2022-01-24 18:51:28,LDO,48478.43064605,1.5267593825476518,74014.89884004246
2022-01-24 18:51:28,stSOL,842.523679796,100.77835077529484,84908.14693897348
2022-01-24 18:52:07,LDO,48367.34595473,1.5267593825476518,73845.29924531224
2022-01-24 18:52:07,stSOL,844.463562764,100.77835077529484,85103.6451451856
2022-01-24 18:53:06,LDO,47956.05022072,1.5267593825476518,73217.34962441064
2022-01-24 18:53:06,stSOL,851.742055866,100.77835077529484,85837.15967613451
2022-01-24 20:03:18,LDO,48483.73259997,1.5267593825476518,74022.99364793564
2022-01-24 20:03:18,stSOL,864.212680058,100.77835077529484,87093.92861534278
2022-01-24 22:37:38,LDO,48547.33268752,1.5267593825476518,74120.09567833347
2022-01-24 22:37:38,stSOL,863.83111218,100.77835077529484,87055.47483388911
2022-01-25 00:07:40,LDO,49000.91792915,1.6364638363473858,80188.2301388802
2022-01-25 00:07:40,stSOL,856.089617425,93.42313214801212,79978.57345923691
2022-01-25 01:02:35,stSOL,855.109080876,93.42313214801212,79886.96866364373
2022-01-25 01:02:35,LDO,49057.24659704,1.6364638363473858,80280.40996683182
2022-01-25 03:27:47,stSOL,853.081865713,93.42313214801212,79697.57987357832
2022-01-25 03:27:47,LDO,49162.46616358,1.6364638363473858,80452.59798235068
2022-01-25 04:10:01,LDO,49623.80453865,1.6364638363473858,81207.561549472
2022-01-25 04:10:01,stSOL,845.472240327,93.42313214801212,78986.66483554518
2022-01-25 06:08:16,LDO,49760.73072911,1.6364638363473858,81431.6363084086
2022-01-25 06:08:16,stSOL,843.151553391,93.42313214801212,78769.85899324909
2022-01-25 06:42:34,LDO,50173.80710707,1.6364638363473858,82107.62086258951
2022-01-25 06:42:34,stSOL,836.229832404,93.42313214801212,78123.21013878891
2022-01-25 07:55:39,LDO,50204.70238642,1.6364638363473858,82158.17986995963
2022-01-25 07:55:39,stSOL,835.874575104,93.42313214801212,78090.02088910446
2022-01-25 09:17:39,LDO,49205.7090916,1.6364638363473858,80523.36347023318
2022-01-25 09:17:39,stSOL,853.760796087,93.42313214801212,79761.00767562783
2022-01-25 11:31:06,LDO,49492.78386301,1.6364638363473858,80993.15095197334
2022-01-25 11:31:06,stSOL,854.255653456,93.42313214801212,79807.23880100633
2022-01-25 13:53:39,LDO,50014.8537856,1.6364638363473858,81847.49950033655
2022-01-25 13:53:39,stSOL,845.360763287,93.42313214801212,78976.2503013058
2022-01-25 16:14:07,stSOL,843.000933695,93.42313214801212,78755.78762948558
2022-01-25 16:14:07,LDO,50240.67812885,1.6364638363473858,82217.05287143207
2022-01-25 17:53:04,LDO,50359.82649732,1.6364638363473858,82412.03486759301
2022-01-25 17:53:04,stSOL,846.829455168,93.42313214801212,79113.46009698916
2022-01-25 19:45:19,LDO,50268.58232082,1.6364638363473858,82262.71707247348
2022-01-25 19:45:19,stSOL,848.379195868,93.42313214801212,79258.24172720042
2022-01-25 21:33:45,LDO,49868.23035074,1.6364638363473858,81607.55555162711
2022-01-25 21:33:45,stSOL,855.208547748,93.42313214801212,79896.26117037093
2022-01-25 22:43:40,LDO,49796.6437611,1.6364638363473858,81490.40668651382
2022-01-25 22:43:40,stSOL,857.217897065,93.42313214801212,80083.98087714454
2022-01-26 00:49:23,LDO,49787.14780754,1.730305014962219,86146.95153205171
2022-01-26 00:49:23,stSOL,857.84873613,97.32214461069168,83487.67875174295
2022-01-26 01:35:37,LDO,50047.30310789,1.730305014962219,86597.09955291632
2022-01-26 01:35:37,stSOL,853.400553422,97.32214461069168,83054.7720709802
2022-01-26 02:16:47,stSOL,852.569828728,97.32214461069168,82973.92416217904
2022-01-26 02:16:47,LDO,50096.19002653,1.730305014962219,86681.68883340516
2022-01-26 03:28:54,LDO,50363.50818515,1.730305014962219,87144.2307838558
2022-01-26 03:28:54,stSOL,848.055831047,97.32214461069168,82534.61222709644
2022-01-26 03:45:39,LDO,50356.27333143,1.730305014962219,87131.71228018157
2022-01-26 03:45:39,stSOL,845.342120658,97.32214461069168,82270.50811218665
2022-01-26 03:57:56,LDO,50920.81980061,1.730305014962219,88108.54986698294
